title,genres,year
Bill Burr: Why Do I Do This?,Comedy,2008
Pride Of The Bowery,Comedy/Drama,1940
His Way,Documentary,2011
Jack The Giant Killer,Action/Fantasy,2013
Lost Boundaries,Drama,1949
Elvis And Me,Drama/Romance,1988
Child Of Rage,Drama/Mystery,1992
Christmas Every Day,Children/Comedy,1996
Picture This,Comedy/Drama,2008
Going Straight,Crime/Drama,1916
Scorned,Drama/Thriller,1994
Mardi Gras: Spring Break,Comedy,2011
The Face Of Marble,Horror,1946
The Horsemen,Action/Adventure,1971
The Man Who Shook The Hand Of Vicente Fernandez,Comedy/Drama,2012
The Squeeze,Action/Comedy,1987
The Squeeze,Comedy/Crime,1978
Journey To The End Of The Night,Drama/Thriller,2006
The Bride,Horror/Romance,1985
Wishmaster 4: The Prophecy Fulfilled,Fantasy/Horror,2002
Will,Children/Drama,2012
Lizzie Borden Took An Ax,Crime/Drama,2014
Tim,Drama/Romance,1979
Switching Goals,Children/Comedy,1999
Snowboard Academy,Comedy,1996
The End,Drama/Sci-Fi,2012
Shark Attack,Action/Horror,1999
Killer Movie,Comedy/Horror,2008
Sex And The Single Girl,Comedy/Romance,1964
The Wizard Of Gore,Horror/Mystery,2007
Python,Comedy/Horror,2000
Grave Halloween,Horror,2013
At The Devil'S Door,Horror,2014
Reaching For The Moon,Drama/Romance,2013
Beneath The Harvest Sky,Drama,2013
Hotel Very Welcome,Comedy/Drama,2007
Off Beat,Drama/Romance,2004
"Love, Money, Love",Drama/Romance,2000
Garbage Prince,Comedy/Drama,2011
Battle Of The Stars,Action/Sci-Fi,1978
White Fang And The Hunter,Adventure/Children,1975
Lisztomania,Comedy/Fantasy,1975
The Magnificent Gladiator,Action/Adventure,1964
Rattlers,Horror,1976
The Uninvited Guest,Drama/Horror,2004
Paradise,Romance,2013
The Studio Murder Mystery,Mystery,1932
Midnight Mary,Crime/Drama,1933
Born To Fight,Action/Children,2011
Goofy Movies Number One,Comedy,1933
Bosko'S Parlor Pranks,Animation,1934
Tapia,Documentary,2013
Trapped In The Closet: Chapters 23-33,Comedy/Crime,2012
Three Brave Men,Drama,1956
The Great Gatsby,Drama,1926
Thieves Fall Out,Comedy,1941
Merlusse,Comedy/Drama,1938
Open Heart,Documentary,2013
The Gift Of Love,Drama/Romance,1978
The Loyal 47 Ronin,Drama,1958
The Spiritual Boxer,Action/Comedy,1975
The Lone Ranger,Western,1938
Katt Williams: Priceless: Afterlife,Comedy,2014
Take A Giant Step,Drama,1959
Swedenhielms Family,Comedy/Drama,1935
Sebastian Maniscalco: What'S Wrong With People?,Comedy,2012
Samurai Vendetta,Action/Drama,1959
The Challenge,Drama/War,1970
Newcastle,Drama,2008
Mr. Denning Drives North,Crime/Drama,1952
The Cheat,Drama,1950
Without Lying Down: Frances Marion And The Power Of Women In Hollywood,Documentary,2000
"See You Tomorrow, Everyone",Drama,2013
Rebirth,Documentary,2011
Skateland,Drama,2010
Stuart Little 3: Call Of The Wild,Animation/Children,2005
The Depraved,Horror/Thriller,2011
The Substitute 2: School'S Out,Action/Thriller,1998
Shadow People,Horror/Thriller,2013
Seventh Moon,Horror/Thriller,2008
Snow Queen,Adventure/Children,2002
Sacrifice,Action/Crime,2011
The Old Maid,Drama,1939
Maniac Cop 3: Badge Of Silence,Action/Horror,1993
Pimp Bullies,Action/Crime,2011
Pink Saris,Documentary/Drama,2010
The Dancer,Drama/Romance,2011
Witch'S Night Out,Animation/Children,1978
Kings Point,Comedy/Documentary,2012
The Seventh Sin,Drama,1957
The Green Hornet,Action/Crime,1974
Mantle,Documentary,2005
Onibi: The Fire Within,Drama/Thriller,1997
Long Day'S Journey Into Night,Drama,1987
The Golden Hawk,Action/Adventure,1952
Too Tough To Die: A Tribute To Johnny Ramone,Documentary,2006
The Formula,Comedy/Romance,2014
Without Pity,Crime/Drama,1948
The Man In Possession,Comedy,1931
Submarine,Action/Drama,1928
Two Loves,Drama,1961
Method To The Madness Of Jerry Lewis,Documentary,2011
The Four Feathers,Adventure/Drama,1929
Lady Scarface,Comedy/Crime,1941
The Green Years,Drama,1963
Looking Forward,Drama,1933
Passion Flower,Drama,1930
The Beat Generation,Crime/Drama,1959
The Boys,Crime/Drama,1962
Tender Scoundrel,Comedy/Crime,1966
Jungle Man-Eaters,Adventure,1954
The Kill Hole,Action/Thriller,2012
Princess And The Pony,Children/Drama,2011
Night Court,Crime/Film-Noir,1932
Valley Of Head Hunters,Adventure,1953
Loose Ankles,Comedy/Romance,1930
Voodoo Tiger,Adventure,1952
Sergio,Documentary,2009
Somewhere Tonight,Comedy/Drama,2011
Roman Polanski: Odd Man Out,Documentary,2012
The Hound Of The Baskervilles,Adventure/Drama,2002
Psych:9,Horror/Mystery,2010
Her Best Move,Children/Comedy,2007
Tarzan And The Amazons,Action/Adventure,1945
The Bone Snatcher,Horror/Sci-Fi,2003
Snow Buddies,Adventure/Children,2008
Trust Me,Comedy/Drama,2013
The Haunting Hour: Don'T Think About It,Children/Fantasy,2007
The Time Of Their Lives,Comedy/Fantasy,1946
The Message,Crime/Drama,2009
The Gene Generation,Action/Sci-Fi,2007
Spring Is Here,Comedy/Musical,1930
School For All,Comedy,2006
The Elephant Man,Drama,1982
No Questions Asked,Drama/Film-Noir,1951
On The Inside,Drama/Thriller,2011
Solomon And Sheba,Drama/Romance,1959
The Heavy,Action/Thriller,2010
Water,Adventure/Comedy,1985
Ground Control,Action/Adventure,1998
Guy X,Comedy/War,2005
Perkins' 14,Horror/Thriller,2009
Tell Them Willie Boy Is Here,Drama/Western,1969
The Hunters,Crime/Horror,2011
The Sea Chase,Action/Drama,1955
Incubus,Horror/Mystery,2006
Kevin Hart: Seriously Funny,Comedy,2010
The Reptile,Horror,1966
Winnetou: The Red Gentleman,Adventure/Western,1964
One Husband Too Many,Comedy/Romance,2010
Scooby-Doo! Camp Scare,Adventure/Animation,2010
Half Of A Yellow Sun,Drama/Romance,2013
"Hey There, It'S Yogi Bear",Adventure/Animation,1964
Men To Kiss,Comedy/Romance,2012
Little Fridolf Becomes A Grandfather,Comedy,1957
Beck - Familjen,Crime/Mystery,2015
The Stranger'S Return,Comedy/Drama,1933
Weary River,Drama/Romance,1929
Koran By Heart,Documentary,2011
The Affairs Of Martha,Comedy/Romance,1942
Three Night Stand,Comedy/Drama,2013
Paradise For Three,Comedy/Romance,1938
The Feathered Serpent,Comedy/Crime,1948
In His Father'S Shoes,Children/Drama,1997
Jim Norton: Please Be Offended,Comedy,2012
The Secret Of Dr. Kildare,Drama,1939
The Sky Dragon,Adventure/Comedy,1949
The Man Without A Map,Mystery,1968
Pt 109,Drama/War,1963
Noah'S Ark,Adventure/Drama,1999
The Lookout,Action/Crime,2012
When A Stranger Calls Back,Horror/Thriller,1993
Mister Magoo'S Christmas Carol,Animation/Children,1962
Ritual,Horror/Thriller,2012
Master Of The World,Adventure/Fantasy,1961
Tooth Fairy 2,Children/Comedy,2012
In Name Only,Drama/Romance,1939
Love'S Kitchen,Comedy/Drama,2011
They Call Me Renegade,Action/Adventure,1987
The Diary Of Anne Frank,Drama/War,2009
Wishcraft,Horror,2002
Knights,Action/Adventure,1993
The Chatterley Affair,Drama/Romance,2006
Fanny Hill,Drama,2007
The Suspicions Of Mr. Whicher: The Murder At Road Hill House,Drama/Mystery,2011
The Last Wagon,Action/Adventure,1956
The Philly Kid,Action/Drama,2012
Ping Pong Summer,Comedy,2014
Sabretooth,Action/Adventure,2002
Pride And Prejudice,Comedy/Drama,1980
Sometimes They Come Back... For More,Horror,1998
Kid Galahad,Drama/Musical,1962
The Captains,Documentary/Sci-Fi,2011
Homeboy,Drama/Romance,1988
Merlin'S Apprentice,Adventure/Fantasy,2006
The Siege Of Firebase Gloria,Action/Drama,1989
The Bumblebee Flies Anyway,Drama/Romance,1999
The Treasure Of The Living Dead,Horror,1982
The Land Before Time Vii: The Stone Of Cold Fire,Adventure/Animation,2000
The Amazing Dr. Clitterhouse,Crime/Drama,1938
The Freebie,Comedy/Drama,2010
The Violent Kind,Horror,2010
Ricky Gervais: Out Of England - The Stand-Up Special,Comedy,2008
Man Of The East,Action/Comedy,1972
Winnetou: The Last Shot,Action/Adventure,1965
Soccer Dog: The Movie,Children/Comedy,1999
Ice Soldiers,Action/Sci-Fi,2013
Maniac,Horror,1934
Wild Cherry,Comedy,2009
The Key,Drama,1983
The Roost,Horror/Thriller,2005
Siren,Action/Horror,2010
The Land Before Time Ix: Journey To The Big Water,Adventure/Animation,2002
Love N' Dancing,Drama/Romance,2009
Walking Tall: The Payback,Action/Adventure,2007
The Way West,Action/Adventure,1967
Shock,Film-Noir/Thriller,1946
Mask Maker,Horror/Thriller,2010
Thorne: Sleepyhead,Crime/Drama,2010
La Mission,Drama,2009
The Outrage,Action/Crime,1964
The Canterville Ghost,Children/Drama,1996
Lost In The Desert,Adventure/Drama,1969
Let The Good Times Roll,Documentary,1973
The Vanishing American,Western,1925
Tekwar: Tekjustice,Sci-Fi,1994
Thunder Birds,Drama/Romance,1942
Sam Peckinpah'S West: Legacy Of A Hollywood Renegade,Documentary,2004
The White Sister,Drama/Romance,1923
The Naughty Flirt,Comedy/Drama,1931
Two Times Lotte,Children/Comedy,1950
The Land Before Time Viii: The Big Freeze,Adventure/Animation,2001
Who'S Minding The Store?,Comedy,1963
The Six Million Dollar Man,Adventure/Sci-Fi,1973
The Love Letter,Fantasy/Romance,1998
The Land Before Time X: The Great Longneck Migration,Adventure/Animation,2003
The Deadly Bees,Horror/Mystery,1967
They Came From Beyond Space,Sci-Fi,1967
"Mumsy, Nanny, Sonny & Girly",Comedy/Horror,1970
Tales That Witness Madness,Comedy/Horror,1973
Son Of Dracula,Comedy/Horror,1974
Dark Tower,Horror/Thriller,1989
Holy Water,Comedy,2009
Supernova,Action/Drama,2005
Kissin' Cousins,Comedy/Romance,1964
Student Services,Drama/Romance,2010
Jla Adventures: Trapped In Time,Action/Animation,2014
Joy Ride 3,Thriller,2014
Inside Out,Crime/Drama,2011
The Karate Dog,Action/Adventure,2004
Since You'Ve Been Gone,Comedy/Romance,1998
Peter And Vandy,Comedy/Drama,2009
Hercules And The Amazon Women,Action/Adventure,1994
Tomorrow You'Re Gone,Thriller,2013
Wicked Blood,Action/Drama,2014
Killer Pad,Comedy/Horror,2008
"What Did You Do In The War, Daddy?",Comedy/War,1966
Rachel And The Stranger,Western,1948
The Indian Fighter,Action/Adventure,1955
"Little Fish, Strange Pond",Comedy/Crime,2009
Trading Mom,Children/Comedy,1994
Mvp: Most Vertical Primate,Comedy/Drama,2001
Air Bud: Seventh Inning Fetch,Children/Comedy,2002
Chestnut: Hero Of Central Park,Children,2004
Spymate,Adventure/Comedy,2006
Air Buddies,Children/Comedy,2006
The Search For Santa Paws,Adventure/Children,2010
Treasure Buddies,Children/Comedy,2012
Santa Paws 2: The Santa Pups,Children,2012
Super Buddies,Children,2013
Malicious,Drama/Thriller,1995
The Lost Tribe,Adventure/Horror,2009
Jim Thorpe -- All-American,Drama,1951
Guns For San Sebastian,Action/Adventure,1968
Popstar,Children/Comedy,2005
Miracle Dogs Too,Children/Drama,2006
Insight,Mystery/Thriller,2011
In The Dark,Horror,2013
Non-Stop,Drama/Mystery,2013
Rough Riders,Drama,1997
The Devil'S Brother,Comedy,1933
Tekwar: Teklab,Sci-Fi,1994
Tekwar: Teklords,Sci-Fi,1994
John Loves Mary,Comedy,1949
The Underneath,Horror/Sci-Fi,2013
The Deep Six,Drama/War,1958
Nervous Ticks,Comedy/Romance,1992
Man Of The Moment,Comedy,1955
Oliver Twist,Crime/Drama,1982
Pretty Devils,Comedy/Drama,2000
Music For Millions,Comedy/Drama,1944
Wild Orchids,Drama/Romance,1929
Movers & Shakers,Comedy,1985
Nancy Drew... Trouble Shooter,Comedy/Mystery,1939
Mosquita Y Mari,Drama,2012
The Defector,Action,1966
Jabberwock Dragon Siege,Action/Adventure,2011
Sunday Too Far Away,Drama,1975
Nancy Drew And The Hidden Staircase,Comedy/Crime,1939
Nancy Drew: Detective,Comedy/Mystery,1938
The Little Rascals Save The Day,Children/Comedy,2014
Ticket Out,Thriller,2012
S*P*Y*S,Action/Comedy,1974
Older Than America,Drama/Thriller,2008
The Piano Player,Action/Crime,2003
Waterborne,Action/Drama,2005
Oblivion,Action/Documentary,1994
Mosquito Squadron,Action,1969
Night Of Dark Shadows,Drama/Horror,1971
Mostly Ghostly,Children,2008
The Old Dark House,Comedy/Horror,1963
Hot Water,Comedy,1924
The Thirteen Assassins,Action/Adventure,1963
Nemesis 3: Time Lapse,Action/Sci-Fi,1996
None But The Brave,Drama/War,1965
The 7 Adventures Of Sinbad,Action/Adventure,2010
My 5 Wives,Comedy,2000
My Brother The Pig,Children/Comedy,1999
Napoleon,Adventure/Children,1995
Jack Frost,Children,1979
Love Birds,Comedy/Romance,2011
Monster,Action/Horror,2008
The Road Killers,Action/Crime,1994
The Curse Of The Mummy'S Tomb,Horror,1964
Stick,Action/Adventure,1985
Tic Tac,Drama/Thriller,1997
The 39 Steps,Action/Adventure,1959
Duchess And The Dirtwater Fox,Comedy/Western,1976
Skyjacked,Action/Thriller,1972
The Millionairess,Comedy/Romance,1960
Legacy,Drama/Thriller,2010
The New Centurions,Action/Crime,1972
Sands Of Oblivion,Action/Adventure,2007
Tempted,Mystery/Romance,2001
Just 4 Kicks,Children,2003
Intermedio,Horror/Thriller,2005
Space Chimps 2: Zartog Strikes Back,Animation/Children,2010
Pack Up Your Troubles,Comedy/War,1932
The Tooth Fairy,Horror,2006
"If It'S Tuesday, This Must Be Belgium",Comedy/Drama,1969
The Firefly,Drama,1937
Naked Violence,Crime/Drama,1969
The Italian Connection,Crime/Drama,1972
Colpo In Canna,Action,1975
Kidnap Syndicate,Crime,1975
Rulers Of The City,Action/Comedy,1976
To Be Twenty,Comedy/Drama,1978
Torrente 4: Lethal Crisis,Action/Comedy,2011
Torrente 5: Operación Eurovegas,Action/Comedy,2014
I Want You,Drama/Romance,2012
Mad Max: Fury Road,Action/Adventure,2015
Insidious Chapter 3,Thriller,2015
Star Wars: Episode Vii - The Force Awakens,Action/Adventure,2015
Avengers: Age Of Ultron,Action/Adventure,2015
Avatar 2,Action/Adventure,2016
Ant-Man,Action/Adventure,2015
Fantastic Four,Action/Adventure,2015
Manolito Four Eyes,Comedy,1999
El Robobo De La Jojoya,Comedy,1991
Elsa & Fred,Children/Comedy,2014
Soccer Days,Comedy,2003
Too Late Blues,Drama,1961
Melbourne,Drama,2014
Clear History,Comedy,2013
The Identical,Drama,2014
The Gamers: Hands Of Fate,Comedy/Fantasy,2013
Love At First Fight,Comedy/Romance,2014
Mare Nostrum,War,1926
Skylark,Comedy/Romance,1941
The Affairs Of Annabel,Comedy,1938
Montana Belle,Western,1952
The Clown,Drama,1953
Magic Boy,Adventure/Animation,1961
I Don'T Buy Kisses Anymore,Comedy/Romance,1992
Heidi,Children/Drama,1952
Mary Stevens M.D.,Drama,1933
Man Made Monster,Drama/Horror,1941
Horror Island,Horror,1941
Pagan Love Song,Drama/Romance,1950
The Tsunami And The Cherry Blossom,Documentary,2011
Talk About A Stranger,Drama/Mystery,1952
The Miracle Worker,Drama,2000
The Return Of Sabata,Action/Western,1971
The Mckenzie Break,Action/War,1970
Mercy,Drama/Romance,2010
Happily N'Ever After 2,Animation/Children,2009
Hotel,Drama/Thriller,2004
The Hearse,Drama/Horror,1980
Infection,Horror,2005
Voyage Of The Unicorn,Adventure/Fantasy,2001
The Phantom Of The Opera,Drama/Mystery,1990
P.U.N.K.S,Children/Comedy,1999
When A Man Falls,Drama/Thriller,2007
Springfield Rifle,Action/War,1952
Why Be Good?,Comedy/Drama,1929
The Expedition To The End Of The World,Documentary,2014
Jealousy,Drama,2013
The Radio Burglary,Comedy/Crime,1951
Magic Kid,Action/Children,1993
Hoodlum Priest,Drama,1961
Russkies,Children/Drama,1987
Hercules And The Lost Kingdom,Action/Adventure,1994
Rites Of Passage,Thriller,2012
The Suspect,Thriller,2013
Mongolian Death Worm,Horror/Sci-Fi,2010
Winter Break,Comedy/Drama,2003
The Facility,Horror/Sci-Fi,2012
Shredderman Rules,Action/Adventure,2007
Man On Fire,Action/Drama,1987
Piranha Hunt,Action/Crime,2006
Ironclad 2: Battle For Blood,Action/Adventure,2014
Voices,Horror/Thriller,2007
The Land Before Time Xi: Invasion Of The Tinysauruses,Animation/Children,2005
See Girl Run,Romance,2013
Ritual,Horror,2002
Head Office,Comedy,1985
Jim Jefferies: I Swear To God,Comedy,2009
Social Nightmare,Drama/Mystery,2013
Once Fallen,Action/Crime,2010
The Magic Box,Drama,1951
The Adventures Of Tartu,Drama/Romance,1943
Knight Without Armor,Adventure/Drama,1937
Winning Streak,Drama,2012
The Flesh And The Fiends,Horror,1961
The Lion Has Wings,War,1939
Sanders Of The River,Adventure/Drama,1935
The Macomber Affair,Adventure,1947
"Cry, The Beloved Country",Drama,1952
I Accuse!,Drama,1958
Kill Katie Malone,Horror/Thriller,2010
Rio Conchos,Action/Western,1964
Hercules And The Circle Of Fire,Action/Adventure,1994
June Bride,Comedy,1948
Roswell,Drama/Mystery,1994
Taken,Sci-Fi,2002
They Fought For Their Motherland,Drama/War,1975
Welcome To Hard Times,Western,1967
The Lost Continent,Adventure/Fantasy,1968
Scrooge,Action/Children,1935
Knife Fight,Drama,2013
Suddenly,Thriller,2013
Tornado!,Action,1996
The Opposite Sex,Comedy/Drama,1956
Mischief Night,Drama/Horror,2013
Saratoga,Comedy/Drama,1937
Legendary: Tomb Of The Dragon,Action/Adventure,2013
Red Riding Hood,Children/Horror,2006
The Man From The Alamo,Western,1953
I Accuse,Drama/Horror,1938
Call Me Savage,Adventure/Comedy,1975
The Unholy,Horror,1988
Invitation To A Gunfighter,Action/Western,1964
The Hornet'S Nest,Documentary/War,2014
Rain Fall,Action/Adventure,2009
My Way,Drama,2012
Sisters,Horror/Mystery,2006
The Command,Western,1954
Mockery,Drama/Romance,1927
The Inspector,Drama/Romance,1962
Hotel California,Action/Thriller,2008
Nine Hours To Rama,Drama,1963
Man-Proof,Comedy/Drama,1938
Tales From Muppetland: The Frog Prince,Children/Fantasy,1971
Man Of The Moment,Comedy,1935
Private Detective 62,Comedy/Crime,1933
Return To Nim'S Island,Adventure/Children,2013
Meskada,Crime/Drama,2010
Curtain Call,Romance/Sci-Fi,1998
Three Guys Named Mike,Comedy/Romance,1951
Wreckage,Horror/Thriller,2010
Monster Island,Adventure/Comedy,2004
Talking To Heaven,Crime/Drama,2002
Girl Fight,Drama,2011
Out Of Bounds,Action/Crime,1986
The Derby Stallion,Children/Drama,2005
Jewtopia,Comedy/Romance,2012
His And Hers,Comedy,2001
Light In The Piazza,Drama/Romance,1962
Malta Story,Drama/War,1953
The Land Before Time Xii: The Great Day Of The Flyers,Animation/Children,2006
Payment On Demand,Drama,1951
Storm Warning,Crime/Drama,1951
The Substitute 4: Failure Is Not An Option,Action/Drama,2001
Nas: Time Is Illmatic,Documentary,2014
Small Town Saturday Night,Drama,2010
Ricky Gervais: Out Of England 2 - The Stand-Up Special,Comedy,2010
The Hunters,Adventure,2013
The Girl From Missouri,Comedy/Romance,1934
The Christmas Party,Comedy,2009
"Poor Little Rich Girl, The",Comedy/Drama,1917
Hercules In The Maze Of The Minotaur,Action/Adventure,1994
The Blue Lagoon,Drama/Romance,1949
In The Name Of The King Iii,Action/Adventure,2014
Hercules In The Underworld,Action/Adventure,1994
Jim Jefferies: Alcoholocaust,Comedy,2010
Thorne: Scaredy Cat,Crime/Drama,2010
Shoot Out,Western,1971
Terror Trap,Horror/Thriller,2010
That Certain Woman,Drama/Romance,1937
Love,Drama/Romance,2012
"Twilight Of The Golds, The",Drama,1997
The Major,Action/Crime,2013
The Ghost Train,Comedy/Horror,1941
One Spy Too Many,Adventure/Crime,1966
Tribes,Drama,1970
Hustling,Drama,1975
Playing For Time,Drama,1980
Space,Drama,1985
The Incident,Drama,1990
Skylark,Children/Drama,1993
A Lesson Before Dying,Drama,1999
Salem Witch Trials,Drama,2002
Sybil,Drama,2008
"See Here, Private Hargrove",Comedy/Romance,1944
Shock Treatment,Comedy,1964
Wanda Sykes: I'Ma Be Me,Comedy,2009
The Affairs Of Dobie Gillis,Comedy,1953
Strange Bargain,Mystery/Thriller,1949
